"EVTYPE","STATE","total_f","total_i"
"SNOW","FL",0,0
"SNOW","GA",0,0
"SNOW","IA",0,0
"SNOW","ID",0,3
"SNOW","IL",0,0
"SNOW","IN",0,0
"SNOW","KS",0,0
"SNOW","KY",0,0
"SNOW","MA",0,0
"SNOW","MD",0,0
"SNOW","ME",0,0
"SNOW","MI",0,6
"SNOW","MN",0,0
"SNOW","MO",0,0
"SNOW","NC",0,0
"SNOW","NH",0,0
"SNOW","NJ",0,0
"SNOW","NM",0,0
"SNOW","OK",0,0
"SNOW","OR",0,0
"SNOW","PA",0,0
"SNOW","RI",0,0
"SNOW","SC",0,0
"SNOW","SD",0,9
"SNOW","TN",0,1
"SNOW","TX",0,0
"SNOW","VA",0,0
"SNOW","VT",0,0
"SNOW","WI",0,0
"SNOW","WV",0,0
"Snow Accumulation","MS",0,0
"SNOW ACCUMULATION","SD",0,0
"SNOW ADVISORY","HI",0,0
"SNOW AND COLD","WV",0,0
"SNOW AND HEAVY SNOW","IA",0,0
"Snow and Ice","NC",0,0
"SNOW AND ICE","ME",0,0
"SNOW AND ICE","NC",0,0
"SNOW AND ICE","NH",0,1
"SNOW AND ICE","OK",0,0
"SNOW AND ICE","TX",0,0
"SNOW AND ICE","VA",0,0
"SNOW AND ICE","WV",0,0
"SNOW AND ICE STORM","KY",0,0
"Snow and sleet","NC",0,0
"SNOW AND SLEET","GA",0,0
"SNOW AND SLEET","NC",0,0
"SNOW AND SLEET","SC",0,0
"SNOW AND WIND","CA",0,0
"SNOW DROUGHT","NJ",0,0
"SNOW DROUGHT","NY",0,0
"SNOW DROUGHT","PA",0,0
"SNOW FREEZING RAIN","NY",0,0
"SNOW FREEZING RAIN","SC",0,0
"SNOW FREEZING RAIN","VT",0,0
"SNOW SHOWERS","NC",0,0
"SNOW SHOWERS","NJ",0,0
"SNOW SHOWERS","PA",0,0
"SNOW SHOWERS","SC",0,0
"SNOW SLEET","SC",0,0
"SNOW SQUALL","NH",0,14
"SNOW SQUALL","NY",0,0
"Snow squalls","MA",0,0
"Snow Squalls","CT",0,0
"Snow Squalls","RI",0,0
"SNOW SQUALLS","MA",0,0
"SNOW SQUALLS","NH",0,0
"SNOW SQUALLS","NY",0,0
"SNOW SQUALLS","PA",0,0
"SNOW SQUALLS","VT",0,0
"SNOW- HIGH WIND- WIND CHILL","IA",0,0
"SNOW/ ICE","SD",0,0
"SNOW/BLOWING SNOW","IA",0,0
"SNOW/BLOWING SNOW","IL",0,0
"SNOW/BLOWING SNOW","MO",0,0
"SNOW/BLOWING SNOW","SD",0,0
"SNOW/COLD","NY",0,0
"SNOW/COLD","VT",0,0
"SNOW/FREEZING RAIN","IA",0,0
"SNOW/FREEZING RAIN","IL",0,0
"SNOW/FREEZING RAIN","NY",0,0
"SNOW/FREEZING RAIN","VT",0,0
"SNOW/HEAVY SNOW","IA",0,0
"SNOW/HIGH WINDS","SD",0,36
"SNOW/ICE","AL",0,0
"SNOW/ICE","MA",0,0
"SNOW/ICE","MO",0,0
"SNOW/ICE","OK",0,0
"SNOW/ICE","PA",0,0
"SNOW/ICE STORM","NJ",0,0
"SNOW/ICE STORM","NY",0,0
"SNOW/RAIN","MD",0,0
"SNOW/RAIN/SLEET","DC",0,0
"SNOW/SLEET","GA",0,0
"SNOW/SLEET","NC",0,0
"SNOW/SLEET","NY",0,0
"SNOW/SLEET","SC",0,0
"SNOW/SLEET","VT",0,0
"SNOW/SLEET/FREEZING RAIN","IA",0,0
"SNOW/SLEET/FREEZING RAIN","IL",0,0
"SNOW/SLEET/FREEZING RAIN","NY",0,0
"SNOW/SLEET/RAIN","VA",0,0
"SNOW\COLD","WV",0,0
"SNOWFALL RECORD","WV",0,0
"SNOWMELT FLOODING","IA",0,0
"SNOWMELT FLOODING","IL",0,0
"SNOWMELT FLOODING","MO",0,0
"SNOWMELT FLOODING","SD",0,0
"SNOWSTORM","KY",0,0
"SOUTHEAST","PA",0,0
"STORM FORCE WINDS","OH",0,0
"STORM SURGE","AK",0,2
"STORM SURGE","DC",0,0
"STORM SURGE","DE",0,0
"STORM SURGE","LA",0,0
"STORM SURGE","MA",0,0
"STORM SURGE","MD",0,0
"STORM SURGE","ME",0,0
"STORM SURGE","MS",0,0
"STORM SURGE","MT",0,0
"STORM SURGE","NC",0,0
"STORM SURGE","NH",0,0
"STORM SURGE","NJ",0,0
"STORM SURGE","OH",0,0
"STORM SURGE","OR",0,0
"STORM SURGE","PA",0,1
"STORM SURGE","SC",0,0
"STORM SURGE","TX",0,0
"STORM SURGE","VA",0,0
"STORM SURGE","WA",0,1
"STORM SURGE/TIDE","AK",0,0
"STORM SURGE/TIDE","AL",0,0
"STORM SURGE/TIDE","CA",0,0
"STORM SURGE/TIDE","CT",0,0
"STORM SURGE/TIDE","DE",0,0
"STORM SURGE/TIDE","FL",0,5
"STORM SURGE/TIDE","GU",0,0
"STORM SURGE/TIDE","LA",0,0
"STORM SURGE/TIDE","MA",0,0
"STORM SURGE/TIDE","MD",0,0
"STORM SURGE/TIDE","ME",0,0
"STORM SURGE/TIDE","MS",0,0
"STORM SURGE/TIDE","NC",0,0
"STORM SURGE/TIDE","NJ",0,0
"STORM SURGE/TIDE","NY",0,0
"STORM SURGE/TIDE","OR",0,0
"STORM SURGE/TIDE","PA",0,0
"STORM SURGE/TIDE","RI",0,0
"STORM SURGE/TIDE","SC",0,0
"STORM SURGE/TIDE","VA",0,0
"STREAM FLOODING","CA",0,0
"STREET FLOOD","KS",0,0
"STREET FLOODING","KS",0,0
"STREET FLOODING","ME",0,0
"STREET FLOODING","NH",0,0
"Strong Wind","CA",0,0
"Strong Wind","CT",0,0
"Strong Wind","NY",0,0
"STRONG WIND","AK",0,0
"STRONG WIND","AS",0,0
"STRONG WIND","CO",0,1
"STRONG WIND","CT",0,5
"STRONG WIND","DC",0,12
"STRONG WIND","GU",0,1
"STRONG WIND","IA",0,0
"STRONG WIND","ID",0,0
"STRONG WIND","IL",0,17
"STRONG WIND","KS",0,2
"STRONG WIND","KY",0,1
"STRONG WIND","MA",0,7
"STRONG WIND","ME",0,1
"STRONG WIND","MS",0,1
"STRONG WIND","MT",0,0
"STRONG WIND","NM",0,0
"STRONG WIND","OK",0,0
"STRONG WIND","PR",0,2
"STRONG WIND","RI",0,0
"STRONG WIND","SD",0,3
"STRONG WIND","UT",0,4
"STRONG WIND","VI",0,0
"STRONG WIND","WV",0,1
"STRONG WIND GUST","MN",0,0
"Strong winds","MA",0,0
"Strong Winds","NH",0,0
"Strong Winds","RI",0,0
"Strong Winds","SD",0,0
"Strong Winds","WI",0,0
"STRONG WINDS","CA",0,0
"STRONG WINDS","CO",0,0
"STRONG WINDS","CT",0,0
"STRONG WINDS","IL",0,0
"STRONG WINDS","IN",0,0
"STRONG WINDS","KY",0,0
"STRONG WINDS","MS",0,0
"STRONG WINDS","MT",0,0
"STRONG WINDS","ND",0,0
"STRONG WINDS","OH",0,0
"STRONG WINDS","OK",0,0
"STRONG WINDS","PA",0,0
"STRONG WINDS","PR",0,0
"STRONG WINDS","RI",0,0
"STRONG WINDS","ST",0,0
"STRONG WINDS","TX",0,0
"STRONG WINDS","VA",0,0
"STRONG WINDS","VI",0,0
"STRONG WINDS","WI",0,1
"Summary August 10","OK",0,0
"Summary August 10","TX",0,0
"Summary August 11","OK",0,0
"Summary August 11","TX",0,0
"Summary August 17","OK",0,0
"Summary August 2-3","OK",0,0
"Summary August 21","OK",0,0
"Summary August 28","OK",0,0
"Summary August 4","TX",0,0
"Summary August 7","OK",0,0
"Summary August 9","OK",0,0
"Summary Jan 17","OK",0,0
"Summary July 23-24","OK",0,0
"Summary June 18-19","OK",0,0
"Summary June 5-6","OK",0,0
"Summary June 6","OK",0,0
"Summary of April 12","OK",0,0
"Summary of April 12","TX",0,0
"Summary of April 13","OK",0,0
"Summary of April 21","OK",0,0
"Summary of April 21","TX",0,0
"Summary of April 27","OK",0,0
"Summary of April 3rd","OK",0,0
"Summary of August 1","OK",0,0
"Summary of July 11","OK",0,0
"Summary of July 2","OK",0,0
"Summary of July 22","OK",0,0
"Summary of July 26","OK",0,0
"Summary of July 29","OK",0,0
"Summary of July 3","OK",0,0
"Summary of June 10","TX",0,0
"Summary of June 11","OK",0,0
"Summary of June 12","OK",0,0
"Summary of June 13","OK",0,0
"Summary of June 13","TX",0,0
"Summary of June 15","OK",0,0
"Summary of June 16","OK",0,0
"Summary of June 18","TX",0,0
"Summary of June 23","OK",0,0
"Summary of June 24","OK",0,0
"Summary of June 3","OK",0,0
"Summary of June 3","TX",0,0
"Summary of June 30","OK",0,0
"Summary of June 4","OK",0,0
"Summary of June 6","TX",0,0
"Summary of March 14","OK",0,0
"Summary of March 23","OK",0,0
"Summary of March 23","TX",0,0
"Summary of March 24","OK",0,0
"SUMMARY OF MARCH 24-25","OK",0,0
"SUMMARY OF MARCH 27","OK",0,0
"SUMMARY OF MARCH 29","OK",0,0
"Summary of May 10","OK",0,0
"Summary of May 13","OK",0,0
"Summary of May 14","OK",0,0
"Summary of May 22","TX",0,0
"Summary of May 22 am","OK",0,0
"Summary of May 22 pm","OK",0,0
"Summary of May 26 am","OK",0,0
"Summary of May 26 pm","OK",0,0
"Summary of May 31 am","OK",0,0
"Summary of May 31 pm","OK",0,0
"Summary of May 9-10","OK",0,0
"Summary Sept. 25-26","OK",0,0
"Summary September 20","OK",0,0
"Summary September 23","OK",0,0
"Summary September 23","TX",0,0
"Summary September 3","TX",0,0
"Summary September 4","OK",0,0
"Summary: Nov. 16","OK",0,0
"Summary: Nov. 16","TX",0,0
"Summary: Nov. 6-7","OK",0,0
"Summary: Oct. 20-21","OK",0,0
"Summary: October 31","OK",0,0
"Summary: Sept. 18","TX",0,0
"Temperature record","AK",0,0
"THUDERSTORM WINDS","OH",0,0
"THUDERSTORM WINDS","TX",0,0
"THUNDEERSTORM WINDS","SC",0,0
"THUNDERESTORM WINDS","SC",0,0
"Thundersnow shower","AK",0,0
"THUNDERSTORM","AL",0,0
"THUNDERSTORM","LA",0,0
"THUNDERSTORM","MI",0,0
"THUNDERSTORM","NC",0,2
"THUNDERSTORM","NJ",0,1
"THUNDERSTORM","OH",0,0
"THUNDERSTORM","PA",0,9
"THUNDERSTORM","TX",0,0
"THUNDERSTORM","UT",0,0
"THUNDERSTORM","WA",0,0
"THUNDERSTORM","WV",0,0
"THUNDERSTORM  WINDS","LA",0,0
"THUNDERSTORM  WINDS","OK",0,0
"THUNDERSTORM  WINDS","SC",0,0
"THUNDERSTORM  WINDS","WI",0,10
"THUNDERSTORM DAMAGE","KS",0,0
"THUNDERSTORM DAMAGE TO","NC",0,0
"THUNDERSTORM HAIL","OH",0,0
"THUNDERSTORM W INDS","SC",0,0
"Thunderstorm Wind","ID",0,0
"THUNDERSTORM WIND","AK",0,0
"THUNDERSTORM WIND","AZ",0,19
"THUNDERSTORM WIND","DC",0,10
"THUNDERSTORM WIND","DE",0,0
"THUNDERSTORM WIND","HI",0,0
"THUNDERSTORM WIND","MD",0,6
"THUNDERSTORM WIND","ME",0,14
"THUNDERSTORM WIND","MN",0,23
"THUNDERSTORM WIND","ND",0,9
"THUNDERSTORM WIND","NE",0,10
"THUNDERSTORM WIND","NH",0,1
"THUNDERSTORM WIND","NV",0,11
"THUNDERSTORM WIND","OR",0,0
"THUNDERSTORM WIND","PR",0,7
"THUNDERSTORM WIND","RI",0,0
"THUNDERSTORM WIND","SD",0,17
"THUNDERSTORM WIND","UT",0,0
"THUNDERSTORM WIND","VI",0,0
"THUNDERSTORM WIND","VT",0,0
"THUNDERSTORM WIND","WY",0,2
"THUNDERSTORM WIND 50","SC",0,0
"THUNDERSTORM WIND 52","NJ",0,0
"THUNDERSTORM WIND 56","SC",0,0
"THUNDERSTORM WIND 59","NJ",0,0
"THUNDERSTORM WIND 59 MPH","NC",0,0
"THUNDERSTORM WIND 59 MPH.","NC",0,0
"THUNDERSTORM WIND 60 MPH","NC",0,0
"THUNDERSTORM WIND 65 MPH","NC",0,0
"THUNDERSTORM WIND 65MPH","NC",0,0
"THUNDERSTORM WIND 69","NJ",0,0
"THUNDERSTORM WIND 98 MPH","NC",0,0
"THUNDERSTORM WIND G50","MI",0,0
"THUNDERSTORM WIND G50","PA",0,0
"THUNDERSTORM WIND G51","PA",0,0
"THUNDERSTORM WIND G55","NE",0,0
"THUNDERSTORM WIND G60","NE",0,0
"THUNDERSTORM WIND G61","PA",0,0
"THUNDERSTORM WIND TREES","NC",0,0
"THUNDERSTORM WIND.","NC",0,0
"THUNDERSTORM WIND/ TREE","NC",0,0
"THUNDERSTORM WIND/ TREES","NC",0,0
"THUNDERSTORM WIND/AWNING","NC",0,0
"THUNDERSTORM WIND/HAIL","TN",0,0
"THUNDERSTORM WIND/LIGHTNING","LA",0,0
"THUNDERSTORM WINDS","AK",0,0
"THUNDERSTORM WINDS","AR",0,3
"THUNDERSTORM WINDS","CO",0,18
"THUNDERSTORM WINDS","CT",0,2
"THUNDERSTORM WINDS","HI",0,0
"THUNDERSTORM WINDS","IA",0,42
"THUNDERSTORM WINDS","ID",0,12
"THUNDERSTORM WINDS","KS",0,25
"THUNDERSTORM WINDS","MD",0,8
"THUNDERSTORM WINDS","ME",0,0
"THUNDERSTORM WINDS","MN",0,8
"THUNDERSTORM WINDS","MT",0,1
"THUNDERSTORM WINDS","ND",0,7
"THUNDERSTORM WINDS","NM",0,0
"THUNDERSTORM WINDS","NV",0,0
"THUNDERSTORM WINDS","OR",0,0
"THUNDERSTORM WINDS","PR",0,0
"THUNDERSTORM WINDS","RI",0,0
"THUNDERSTORM WINDS","SC",0,18
"THUNDERSTORM WINDS","TN",0,18
"THUNDERSTORM WINDS","UT",0,15
"THUNDERSTORM WINDS","VA",0,26
"THUNDERSTORM WINDS","VT",0,10
"THUNDERSTORM WINDS","WA",0,0
"THUNDERSTORM WINDS","WI",0,3
"THUNDERSTORM WINDS","WV",0,4
"THUNDERSTORM WINDS","WY",0,30
"THUNDERSTORM WINDS      LE CEN","MN",0,0
"THUNDERSTORM WINDS 13","GA",0,1
"THUNDERSTORM WINDS 2","KS",0,0
"THUNDERSTORM WINDS 50","PA",0,0
"THUNDERSTORM WINDS 52","PA",0,0
"THUNDERSTORM WINDS 53","NJ",0,0
"THUNDERSTORM WINDS 60","CO",0,0
"THUNDERSTORM WINDS 61","KS",0,0
"THUNDERSTORM WINDS 62","NJ",0,0
"THUNDERSTORM WINDS 63 MPH","NC",0,0
"THUNDERSTORM WINDS AND","OK",0,0
"THUNDERSTORM WINDS AND","PA",0,0
"THUNDERSTORM WINDS FUNNEL CLOU","NV",0,0
"THUNDERSTORM WINDS FUNNEL CLOU","PA",0,0
"THUNDERSTORM WINDS G","MO",0,0
"THUNDERSTORM WINDS G","TX",0,0
"THUNDERSTORM WINDS G60","NE",0,0
"THUNDERSTORM WINDS HAIL","AL",0,0
"THUNDERSTORM WINDS HAIL","AR",0,0
"THUNDERSTORM WINDS HAIL","FL",0,0
"THUNDERSTORM WINDS HAIL","IL",0,0
"THUNDERSTORM WINDS HAIL","IN",0,0
"THUNDERSTORM WINDS HAIL","MD",0,0
"THUNDERSTORM WINDS HAIL","MI",0,0
"THUNDERSTORM WINDS HAIL","MS",0,0
"THUNDERSTORM WINDS HAIL","MT",0,0
"THUNDERSTORM WINDS HAIL","NJ",0,0
"THUNDERSTORM WINDS HAIL","OH",0,0
"THUNDERSTORM WINDS HAIL","OK",0,0
"THUNDERSTORM WINDS HAIL","PA",0,0
"THUNDERSTORM WINDS HAIL","SC",0,0
"THUNDERSTORM WINDS HAIL","VA",0,0
"THUNDERSTORM WINDS HAIL","WA",0,0
"THUNDERSTORM WINDS HAIL","WI",0,0
"THUNDERSTORM WINDS HEAVY RAIN","VA",0,0
"THUNDERSTORM WINDS LIGHTNING","AL",0,0
"THUNDERSTORM WINDS LIGHTNING","MI",0,0
"THUNDERSTORM WINDS LIGHTNING","SC",0,0
"THUNDERSTORM WINDS LIGHTNING","TN",0,0
"THUNDERSTORM WINDS SMALL STREA","IN",0,0
"THUNDERSTORM WINDS URBAN FLOOD","IN",0,0
"THUNDERSTORM WINDS.","MT",0,0
"THUNDERSTORM WINDS.","SC",0,0
"THUNDERSTORM WINDS/ FLOOD","TX",0,0
"THUNDERSTORM WINDS/ HAIL","LA",0,0
"THUNDERSTORM WINDS/FLASH FLOOD","NV",0,0
"THUNDERSTORM WINDS/FLOODING","SC",0,0
"THUNDERSTORM WINDS/FUNNEL CLOU","AR",0,0
"THUNDERSTORM WINDS/HAIL","AL",0,0
"THUNDERSTORM WINDS/HAIL","AR",0,0
"THUNDERSTORM WINDS/HAIL","AZ",0,1
"THUNDERSTORM WINDS/HAIL","IN",0,0
"THUNDERSTORM WINDS/HAIL","KY",0,0
"THUNDERSTORM WINDS/HAIL","LA",0,0
"THUNDERSTORM WINDS/HAIL","MN",0,0
"THUNDERSTORM WINDS/HAIL","OH",0,0
"THUNDERSTORM WINDS/HAIL","OK",0,0
"THUNDERSTORM WINDS/HEAVY RAIN","MN",0,0
"THUNDERSTORM WINDS53","GA",0,0
"THUNDERSTORM WINDSHAIL","OH",0,0
"THUNDERSTORM WINDSS","CO",0,4
"THUNDERSTORM WINDSS","GA",0,0
"THUNDERSTORM WINDSS","IN",0,0
"THUNDERSTORM WINDSS","KS",0,0
"THUNDERSTORM WINDSS","MI",0,0
"THUNDERSTORM WINDSS","MO",0,0
"THUNDERSTORM WINDSS","MS",0,0
"THUNDERSTORM WINDSS","NJ",0,0
"THUNDERSTORM WINDSS","NY",0,0
"THUNDERSTORM WINDSS","OK",0,0
"THUNDERSTORM WINDSS","PA",0,0
"THUNDERSTORM WINDSS","TN",0,0
"THUNDERSTORM WINDSS","TX",0,0
"THUNDERSTORM WINS","AL",0,0
"THUNDERSTORMS","CA",0,0
"THUNDERSTORMS WIND","LA",0,0
"THUNDERSTORMS WIND","TX",0,0
"THUNDERSTORMS WINDS","CA",0,0
"THUNDERSTORMS WINDS","IA",0,0
"THUNDERSTORMS WINDS","IL",0,0
"THUNDERSTORMS WINDS","KY",0,0
"THUNDERSTORMS WINDS","LA",0,0
"THUNDERSTORMS WINDS","MS",0,0
"THUNDERSTORMS WINDS","NC",0,0
"THUNDERSTORMS WINDS","PR",0,1
"THUNDERSTORMS WINDS","SC",0,0
"THUNDERSTORMS WINDS","TX",0,0
"THUNDERSTORMW","TX",0,27
"THUNDERSTORMW 50","KY",0,0
"THUNDERSTORMW WINDS","NC",0,0
"THUNDERSTORMWINDS","VA",0,0
"THUNDERSTROM WIND","WV",0,0
"THUNDERSTROM WINDS","MN",0,0
"THUNDERTORM WINDS","KS",0,0
"THUNDERTSORM WIND","LA",0,0
"THUNDESTORM WINDS","LA",0,0
"THUNDESTORM WINDS","NM",0,0
"THUNERSTORM WINDS","SC",0,0
"TIDAL FLOOD","PA",0,0
"Tidal Flooding","DC",0,0
"Tidal Flooding","MD",0,0
"Tidal Flooding","NJ",0,0
"Tidal Flooding","PA",0,0
"TIDAL FLOODING","DE",0,0
"TIDAL FLOODING","MD",0,1
"TIDAL FLOODING","NJ",0,0
"TIDAL FLOODING","PA",0,0
"TIDAL FLOODING","VA",0,0
"TORNADO","AK",0,0
"TORNADO","CA",0,88
"TORNADO","DC",0,0
"TORNADO","HI",0,6
"TORNADO","ID",0,9
"TORNADO","NV",0,2
"TORNADO","OR",0,5
"TORNADO","PR",0,0
"TORNADO","RI",0,23
"TORNADO","VT",0,10
"TORNADO DEBRIS","MD",0,0
"TORNADO F0","AL",0,0
"TORNADO F0","FL",0,0
"TORNADO F0","IL",0,0
"TORNADO F0","KS",0,0
"TORNADO F0","NE",0,0
"TORNADO F0","PA",0,0
"TORNADO F0","SC",0,0
"TORNADO F0","TX",0,0
"TORNADO F1","MO",0,0
"TORNADO F1","OH",0,0
"TORNADO F2","NC",0,12
"TORNADO F2","OH",0,4
"TORNADO F2","SC",0,0
"TORNADO F3","MS",0,2
"TORNADO F3","SC",0,0
"TORNADO/WATERSPOUT","NJ",0,0
"TORNADOES","SD",0,0
"TORNADOS","CO",0,0
"TORNDAO","MS",0,0
"TORRENTIAL RAIN","NC",0,0
"Torrential Rainfall","ME",0,4
"TROPICAL DEPRESSION","AL",0,0
"TROPICAL DEPRESSION","AR",0,0
"TROPICAL DEPRESSION","AS",0,0
"TROPICAL DEPRESSION","FL",0,0
"TROPICAL DEPRESSION","GA",0,0
"TROPICAL DEPRESSION","GU",0,0
"TROPICAL DEPRESSION","LA",0,0
"TROPICAL DEPRESSION","MS",0,0
"TROPICAL DEPRESSION","NC",0,0
"TROPICAL DEPRESSION","PR",0,0
"TROPICAL DEPRESSION","TN",0,0
"TROPICAL DEPRESSION","TX",0,0
"TROPICAL DEPRESSION","VI",0,0
"TROPICAL STORM","AL",0,11
"TROPICAL STORM","AR",0,1
"TROPICAL STORM","AS",0,0
"TROPICAL STORM","AZ",0,0
"TROPICAL STORM","CA",0,0
"TROPICAL STORM","CT",0,0
"TROPICAL STORM","DC",0,0
"TROPICAL STORM","DE",0,0
"TROPICAL STORM","GA",0,0
"TROPICAL STORM","MA",0,0
"TROPICAL STORM","ME",0,0
"TROPICAL STORM","MO",0,2
"TROPICAL STORM","NC",0,1
"TROPICAL STORM","OK",0,0
"TROPICAL STORM","RI",0,0
"TROPICAL STORM","SC",0,0
"TROPICAL STORM","TN",0,0
"TROPICAL STORM","VI",0,0
"TROPICAL STORM","VT",0,0
"TROPICAL STORM ALBERTO","FL",0,0
"TROPICAL STORM DEAN","LA",0,0
"TROPICAL STORM DEAN","TX",0,0
"TROPICAL STORM JERRY","FL",0,0
"TSTM","MO",0,0
"TSTM HEAVY RAIN","DE",0,0
"TSTM HEAVY RAIN","NJ",0,0
"TSTM HEAVY RAIN","PA",0,0
"Tstm Wind","AZ",0,0
"Tstm Wind","WI",0,0
"TSTM WIND","AK",0,0
"TSTM WIND","CA",0,32
"TSTM WIND","DE",0,10
"TSTM WIND","GU",0,0
"TSTM WIND","HI",0,0
"TSTM WIND","PR",0,1
"TSTM WIND","RI",0,0
"TSTM WIND","VI",0,0
"TSTM WIND","WA",0,20
"TSTM WIND","WY",0,11
"TSTM WIND  (G45)","FL",0,0
"TSTM WIND (41)","FL",0,0
"TSTM WIND (G40)","FL",0,1
"TSTM WIND (G45)","FL",0,3
"TSTM WIND 40","FL",0,0
"TSTM WIND 45","FL",0,0
"TSTM WIND 50","KS",0,0
"TSTM WIND 51","KS",0,0
"TSTM WIND 52","KS",0,0
"TSTM WIND 52","OK",0,0
"TSTM WIND 52","TX",0,0
"TSTM WIND 55","KS",0,0
"TSTM WIND 55","TX",0,0
"TSTM WIND 65)","TX",0,0
"TSTM WIND AND LIGHTNING","SD",0,0
"TSTM WIND DAMAGE","OR",0,0
"TSTM WIND G45","FL",0,0
"TSTM WIND G58","NY",0,0
"TSTM WIND/HAIL","AK",0,0
"TSTM WIND/HAIL","AL",0,0
"TSTM WIND/HAIL","AR",0,0
"TSTM WIND/HAIL","AZ",0,2
"TSTM WIND/HAIL","CO",0,0
"TSTM WIND/HAIL","CT",0,0
"TSTM WIND/HAIL","DE",0,0
"TSTM WIND/HAIL","GA",0,5
"TSTM WIND/HAIL","HI",0,0
"TSTM WIND/HAIL","IA",0,0
"TSTM WIND/HAIL","ID",0,0
"TSTM WIND/HAIL","IL",0,0
"TSTM WIND/HAIL","IN",0,0
"TSTM WIND/HAIL","KS",0,0
"TSTM WIND/HAIL","KY",0,2
"TSTM WIND/HAIL","LA",0,0
"TSTM WIND/HAIL","MD",0,10
"TSTM WIND/HAIL","MI",0,15
"TSTM WIND/HAIL","MN",0,0
"TSTM WIND/HAIL","MO",0,0
"TSTM WIND/HAIL","MS",0,0
"TSTM WIND/HAIL","MT",0,2
"TSTM WIND/HAIL","NC",0,0
"TSTM WIND/HAIL","ND",0,0
"TSTM WIND/HAIL","NE",0,0
"TSTM WIND/HAIL","NH",0,0
"TSTM WIND/HAIL","NJ",0,0
"TSTM WIND/HAIL","NM",0,0
"TSTM WIND/HAIL","NV",0,0
"TSTM WIND/HAIL","NY",0,0
"TSTM WIND/HAIL","OH",0,5
"TSTM WIND/HAIL","OK",0,13
"TSTM WIND/HAIL","OR",0,7
"TSTM WIND/HAIL","PA",0,0
"TSTM WIND/HAIL","PR",0,2
"TSTM WIND/HAIL","SC",0,0
"TSTM WIND/HAIL","SD",0,0
"TSTM WIND/HAIL","TN",0,6
"TSTM WIND/HAIL","TX",0,0
"TSTM WIND/HAIL","VA",0,0
"TSTM WIND/HAIL","VI",0,0
"TSTM WIND/HAIL","VT",0,0
"TSTM WIND/HAIL","WA",0,5
"TSTM WIND/HAIL","WI",0,0
"TSTM WINDS","IL",0,0
"TSTM WINDS","TX",0,0
"TSTM WND","FL",0,0
"TSTMW","TX",0,0
"TSUNAMI","HI",0,0
"TSUNAMI","OR",0,0
"TUNDERSTORM WIND","LA",0,0
"TYPHOON","GU",0,5
"Unseasonable Cold","IA",0,0
"UNSEASONABLY COLD","DC",0,0
"UNSEASONABLY COLD","DE",0,0
"UNSEASONABLY COLD","GA",0,0
"UNSEASONABLY COLD","MD",0,0
"UNSEASONABLY COLD","NJ",0,0
"UNSEASONABLY COLD","VA",0,0
"UNSEASONABLY COLD","WV",0,0
"UNSEASONABLY COOL","DE",0,0
"UNSEASONABLY COOL","GA",0,0
"UNSEASONABLY COOL","MD",0,0
"UNSEASONABLY COOL","NJ",0,0
"UNSEASONABLY COOL","PA",0,0
"UNSEASONABLY COOL & WET","DE",0,0
"UNSEASONABLY COOL & WET","MD",0,0
"UNSEASONABLY DRY","DE",0,0
"UNSEASONABLY DRY","MD",0,0
"UNSEASONABLY DRY","NJ",0,0
"UNSEASONABLY DRY","PA",0,0
"UNSEASONABLY HOT","DE",0,0
"UNSEASONABLY HOT","MD",0,0
"UNSEASONABLY HOT","NJ",0,0
"UNSEASONABLY HOT","PA",0,0
"UNSEASONABLY WARM","DC",0,1
"UNSEASONABLY WARM","GA",0,0
"UNSEASONABLY WARM","MD",0,1
"UNSEASONABLY WARM","PA",0,0
"UNSEASONABLY WARM","VA",0,12
"UNSEASONABLY WARM","WV",0,3
"UNSEASONABLY WARM & WET","PA",0,0
"UNSEASONABLY WARM AND DRY","DE",0,0
"UNSEASONABLY WARM AND DRY","MD",0,0
"UNSEASONABLY WARM AND DRY","NJ",0,0
"UNSEASONABLY WARM YEAR","NJ",0,0
"UNSEASONABLY WARM YEAR","PA",0,0
"UNSEASONABLY WARM/WET","DE",0,0
"UNSEASONABLY WARM/WET","MD",0,0
"UNSEASONABLY WET","DE",0,0
"UNSEASONABLY WET","MD",0,0
"UNSEASONABLY WET","NJ",0,0
"UNSEASONABLY WET","PA",0,0
"UNSEASONAL LOW TEMP","PR",0,0
"UNSEASONAL LOW TEMP","VI",0,0
"UNSEASONAL RAIN","CA",0,0
"UNUSUAL WARMTH","IL",0,0
"UNUSUAL WARMTH","IN",0,0
"UNUSUAL WARMTH","KY",0,0
"UNUSUAL WARMTH","MO",0,0
"UNUSUAL WARMTH","NY",0,0
"UNUSUAL WARMTH","VT",0,0
"UNUSUAL/RECORD WARMTH","ME",0,0
"UNUSUAL/RECORD WARMTH","NH",0,0
"UNUSUALLY COLD","KY",0,0
"UNUSUALLY COLD","OH",0,0
"UNUSUALLY COLD","VA",0,0
"UNUSUALLY COLD","WV",0,0
"UNUSUALLY LATE SNOW","GA",0,0
"UNUSUALLY WARM","DC",0,0
"UNUSUALLY WARM","MD",0,0
"UNUSUALLY WARM","VA",0,0
"UNUSUALLY WARM","WV",0,0
"URBAN AND SMALL","CA",0,0
"URBAN AND SMALL","NM",0,0
"URBAN AND SMALL STREAM","HI",0,0
"URBAN AND SMALL STREAM FLOOD","HI",0,0
